timestamp,pyros,servos,servos_deg,accelerometer,barofilteredalt,temp,gyro,gps_fix,lat,lon,gpsalt,gps_horiz_prec,gps_vert_prec,gps_num_sat,flight_time,yaw_gyro_int,pitch_gyro_int,roll_gyro_int,state,pktnum,rssi,armed_pyros,fired_pyros,badpackets,rxrssi,accel_integrated_velo,baro_max_alt,gps_max_alt,pyro_resistances,cell_voltages,total_current,converter_voltages,converter_currents,bms_protections_enabled,bms_protection_status,bms_temp,enabled_status,angleFromVertical,gnd_lat,gnd_lon,gnd_fix,gnd_alt
"7.14","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[-10.4823894765625, 7.6614453125E-4, -0.0053630117187500005]","796.0667","-23.32901279449463","[0.24414062496, -0.24414062496, 0.48828124992]","3","28.61","-80.600004","804.249","0.0","0.0","0","7140","-0.06379032","8.538921E-4","5.2745168E-6","state.FLIGHT","119","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","154.80788","796","804","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","0.06379603615765839","","","",""
"7.2","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[-10.297748644531248, 0.00842758984375, 0.0015322890625]","805.27313","-23.390527472496032","[0.24414062496, -0.21362304684, 0.39672851556]","3","28.61","-80.60000409999999","819.739","0.0","0.0","0","7200","-0.063519314","-7.258889E-4","5.5636683E-6","state.FLIGHT","120","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","153.55968","805","819","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","0.06352346146918386","","","",""
"7.26","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[-10.116172390625, -0.009193734374999998, 0.00383072265625]","814.4135","-23.451598124504088","[0.24414062496, -0.27465820308, 0.39672851556]","3","28.61","-80.60000409999999","819.739","0.0","0.0","0","7260","-0.06740765","-8.286826E-4","5.861122E-6","state.FLIGHT","121","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","152.32312","814","819","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","0.06741274628613532","","","",""
"7.32","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[-9.938426859375, 0.0022984335937499996, -0.00612915625]","823.48895","-23.512156438827514","[0.24414062496, -0.24414062496, 0.48828124992]","3","28.61","-80.6000043","835.021","0.0","0.0","0","7320","-0.065485194","0.0010022129","6.168764E-6","state.FLIGHT","122","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","151.09795","823","835","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","0.06549286301654159","","","",""
"7.38","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[-9.76374590625, 0.0076614453125, 0.0022984335937499996]","832.49945","-23.572202415466307","[0.24414062496, -0.21362304684, 0.39672851556]","3","28.61","-80.6000043","835.021","0.0","0.0","0","7380","-0.065519765","-8.163915E-4","6.48639E-6","state.FLIGHT","123","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","149.88396","832","835","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","0.06552485103273993","","","",""
"7.44","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[-9.592895675781248, -0.009193734374999998, 0.00383072265625]","841.4454","-23.631804366111755","[0.24414062496, -0.27465820308, 0.39672851556]","3","28.61","-80.6000044","850.099","0.0","0.0","0","7440","-0.069360346","-8.110104E-4","6.811927E-6","state.FLIGHT","124","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","148.68094","841","850","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","0.06936508689050325","","","",""
"7.5","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[-9.4251100234375, 0.0015322890625, -0.0053630117187500005]","850.3278","-23.690928134918213","[0.24414062496, -0.24414062496, 0.48828124992]","3","28.61","-80.60000459999999","864.977","0.0","0.0","0","7500","-0.067511946","9.655801E-4","7.1468457E-6","state.FLIGHT","125","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","147.48868","850","864","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","0.06751885064521351","","","",""
"7.56","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[-9.26038894921875, 0.0076614453125, 0.0015322890625]","859.1468","-23.74953956604004","[0.24414062496, -0.21362304684, 0.39672851556]","3","28.61","-80.60000459999999","864.977","0.0","0.0","0","7560","-0.06733036","-7.046873E-4","7.4909785E-6","state.FLIGHT","126","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","146.30696","859","864","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","0.06733404797801087","","","",""
"7.62","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[-9.099498597656249, -0.0076614453125, 0.00383072265625]","867.9029","-23.807706971168518","[0.24414062496, -0.27465820308, 0.39672851556]","3","28.61","-80.6000047","879.657","0.0","0.0","0","7620","-0.07124335","-9.19037E-4","7.843117E-6","state.FLIGHT","127","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","145.1356","867","879","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","0.07124928071101311","","","",""
"7.68","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[-8.9409066796875, -7.6614453125E-4, -0.0053630117187500005]","876.5966","-23.86543035030365","[0.24414062496, -0.24414062496, 0.48828124992]","3","28.61","-80.6000047","879.657","0.0","0.0","0","7680","-0.06990516","9.738506E-4","8.204138E-6","state.FLIGHT","128","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","143.9744","876","879","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","0.06991194489394857","","","",""
"7.74","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[-8.78537933984375, 0.00842758984375, 0.0]","885.2286","-23.92267554759979","[0.24414062496, -0.21362304684, 0.39672851556]","3","28.61","-80.6000049","894.142","0.0","0.0","0","7740","-0.06899178","-4.2142137E-4","8.573828E-6","state.FLIGHT","129","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","142.82312","885","894","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","0.06899306734540293","","","",""
"7.8","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[-8.632916578125, -0.00612915625, 0.004596867187499999]","893.79913","-23.979442563056946","[0.24414062496, -0.24414062496, 0.36621093744]","3","28.61","-80.600005","908.434","0.0","0.0","0","7800","-0.07295122","-0.0012699038","8.951041E-6","state.FLIGHT","130","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","141.68163","893","908","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","0.07296227210738387","","","",""
"7.86","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[-8.48351839453125, -0.003064578125, -0.00383072265625]","902.3083","-24.035799708366394","[0.24414062496, -0.27465820308, 0.48828124992]","3","28.61","-80.600005","908.434","0.0","0.0","0","7860","-0.07262835","7.8469E-4","9.336341E-6","state.FLIGHT","131","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","140.54973","902","908","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","0.07263258790330167","","","",""
"7.92","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[-8.3371847890625, 0.00842758984375, -0.0022984335937499996]","910.7569","-24.091678671836853","[0.24414062496, -0.21362304684, 0.42724609368]","3","28.61","-80.60000509999999","922.537","0.0","0.0","0","7920","-0.07078042","1.5479187E-4","9.729987E-6","state.FLIGHT","132","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","139.42725","910","922","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","0.07078058807464133","","","",""
"7.98","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[-8.1931496171875, -0.0022984335937499996, 0.0053630117187500005]","919.1451","-24.147113609313966","[0.24414062496, -0.24414062496, 0.36621093744]","3","28.61","-80.60000509999999","922.537","0.0","0.0","0","7980","-0.074323885","-0.0014409779","1.0131676E-5","state.FLIGHT","133","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","138.314","919","922","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","0.07433785253484429","","","",""
"8.04","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[-8.05141287890625, -0.00689530078125, -0.0015322890625]","927.4738","-24.20210452079773","[0.24414062496, -0.27465820308, 0.4577636718]","3","28.61","-80.60000529999999","936.454","0.0","0.0","0","8040","-0.075624295","3.107948E-4","1.0540762E-5","state.FLIGHT","134","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","137.20981","927","936","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","0.07562493321851647","","","",""
"8.1","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[-7.912740718749999, 0.00689530078125, -0.00383072265625]","935.7431","-24.25668556213379","[0.24414062496, -0.21362304684, 0.4577636718]","3","28.61","-80.6000054","950.186","0.0","0.0","0","8100","-0.07306478","7.299168E-4","1.0957703E-5","state.FLIGHT","135","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","136.11453","935","950","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","0.07306842755896183","","","",""
"8.16","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[-7.7763669921875, 0.0022984335937499996, 0.00383072265625]","943.9533","-24.31078842163086","[0.24414062496, -0.21362304684, 0.36621093744]","3","28.61","-80.6000054","950.186","0.0","0.0","0","8160","-0.07520911","-0.00127167","1.1382605E-5","state.FLIGHT","136","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","135.02797","943","950","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","0.07521986119054246","","","",""
"8.22","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[-7.64229169921875, -0.0076614453125, 0.0015322890625]","952.1049","-24.364515566825865","[0.24414062496, -0.27465820308, 0.42724609368]","3","28.61","-80.6000056","963.736","0.0","0.0","0","8220","-0.07823712","-5.1179976E-4","1.181382E-5","state.FLIGHT","137","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","133.95001","952","963","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","0.0782387903293061","","","",""
"8.28","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[-7.51051483984375, 0.0015322890625, -0.004596867187499999]","960.1983","-24.417764530181884","[0.24414062496, -0.24414062496, 0.48828124992]","3","28.61","-80.6000056","963.736","0.0","0.0","0","8280","-0.07629201","0.0010337727","1.2252224E-5","state.FLIGHT","138","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","132.88048","960","963","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","0.07629901175862103","","","",""
"8.34","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[-7.3818025585937495, 0.00612915625, 7.6614453125E-4]","968.2338","-24.470603623390197","[0.24414062496, -0.21362304684, 0.39672851556]","3","28.61","-80.6000057","977.107","0.0","0.0","0","8340","-0.07613292","-5.5158336E-4","1.2697543E-5","state.FLIGHT","139","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","131.81923","968","977","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","0.07613492145118951","","","",""
"8.4","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[-7.254622566406249, -0.004596867187499999, 0.004596867187499999]","976.2116","-24.523032846450807","[0.24414062496, -0.24414062496, 0.39672851556]","3","28.61","-80.6000059","990.301","0.0","0.0","0","8400","-0.079896435","-0.0013375035","1.3149587E-5","state.FLIGHT","140","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","130.7661","976","990","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","0.07990762956878818","","","",""
"8.46","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[-7.1297410078125, -0.00383072265625, -0.0022984335937499996]","984.1326","-24.575052199363707","[0.24414062496, -0.27465820308, 0.4577636718]","3","28.61","-80.6000059","990.301","0.0","0.0","0","8460","-0.0800599","6.525579E-4","1.3608727E-5","state.FLIGHT","141","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","129.72095","984","990","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","0.08006256029124512","","","",""
"8.52","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[-7.007157882812499, 0.00612915625, -0.003064578125]","991.9965","-24.626627526283265","[0.24414062496, -0.21362304684, 0.4577636718]","3","28.61","-80.600006","1003.32","0.0","0.0","0","8520","-0.07799609","5.856894E-4","1.4074254E-5","state.FLIGHT","142","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","128.68364","991","1003","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","0.07799828905778665","","","",""
"8.58","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[-6.8868731914062495, 0.0015322890625, 0.00383072265625]","999.804","-24.677792983055113","[0.24414062496, -0.21362304684, 0.36621093744]","3","28.61","-80.600006","1003.32","0.0","0.0","0","8580","-0.08049251","-0.00142359","1.4547265E-5","state.FLIGHT","143","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","127.65404","999","1003","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","0.08050509920001417","","","",""
"8.64","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[-6.768886933593749, -0.00689530078125, 0.0015322890625]","1007.55524","-24.7285827255249","[0.24414062496, -0.27465820308, 0.42724609368]","3","28.61","-80.6000062","1016.167","0.0","0.0","0","8640","-0.083361425","-5.376325E-4","1.50265005E-5","state.FLIGHT","144","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","126.63203","1007","1016","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","0.08336315819549393","","","",""
"8.7","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[-6.65243296484375, 7.6614453125E-4, -0.004596867187499999]","1015.2508","-24.778928442001344","[0.24414062496, -0.24414062496, 0.48828124992]","3","28.61","-80.60000629999999","1028.843","0.0","0.0","0","8700","-0.081647836","0.0011134048","1.5512596E-5","state.FLIGHT","145","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","125.617455","1015","1028","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","0.08165542687969966","","","",""
"8.76","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[-6.5382774296875, 0.00612915625, 0.0]","1022.89105","-24.82889844417572","[0.24414062496, -0.21362304684, 0.39672851556]","3","28.61","-80.60000629999999","1028.843","0.0","0.0","0","8760","-0.08111753","-3.398241E-4","1.6004777E-5","state.FLIGHT","146","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","124.61021","1022","1028","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","0.08111824495434451","","","",""
"8.82","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[-6.426420328124999, -0.0022984335937499996, 0.004596867187499999]","1030.4761","-24.87845857620239","[0.24414062496, -0.24414062496, 0.36621093744]","3","28.61","-80.60000649999999","1041.35","0.0","0.0","0","8820","-0.08466895","-0.0015325586","1.6503622E-5","state.FLIGHT","147","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","123.61013","1030","1041","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","0.08468281821299213","","","",""
"8.88","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[-6.316095515624999, -0.0053630117187500005, -7.6614453125E-4]","1038.0061","-24.92760883808136","[0.24414062496, -0.27465820308, 0.4577636718]","3","28.61","-80.60000649999999","1041.35","0.0","0.0","0","8880","-0.08595865","2.2077427E-4","1.7009064E-5","state.FLIGHT","148","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","122.617134","1038","1041","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","0.08595893571576381","","","",""
"8.94","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[-6.2073029921875, 0.00383072265625, -0.00383072265625]","1045.4819","-24.976383385658263","[0.24414062496, -0.24414062496, 0.4577636718]","3","28.61","-80.6000066","1053.691","0.0","0.0","0","8940","-0.08393045","9.653843E-4","1.7519651E-5","state.FLIGHT","149","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","121.63109","1045","1053","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","0.08393599953216224","","","",""
"9.0","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[-6.10080890234375, 0.004596867187499999, 0.0022984335937499996]","1052.9031","-25.024782218933105","[0.24414062496, -0.21362304684, 0.39672851556]","3","28.61","-80.6000068","1065.868","0.0","0.0","0","9000","-0.08473659","-9.804406E-4","1.8036519E-5","state.FLIGHT","150","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","120.65187","1052","1065","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","0.08474226494500349","","","",""
